Producto,Kcal,Grasa,Carbohidratos,Proteina,Sal,Supermercado,Saturada%,Azucares%
Medallones de Merluza,82.0,1.5,0.9000000000000001,16.0,0.2,carrefour,33.33333333333333,0.0
Tomate Entero Pelado,22.0,0.0,4.0,0.8,0.0,carrefour,,60.0
Red Velvet Cake,377.0,20.0,44.0,4.5,2.42,carrefour,65.0,75.0
Hummus Receta Clásica ,294.0,24.0,8.4,6.3,0.9000000000000001,carrefour,12.083333333333334,9.523809523809524
Hamburguesa de Cerdo Ibérico ,212.0,16.0,3.0,14.000000000000002,2.2,carrefour,35.0,40.0
"Zumo de Melocotón, Manzana y Uva",46.0,0.5,11.0,0.5,0.0,carrefour,0.0,90.9090909090909
Edulcorante Líquido,6.0,0.0,0.6,0.0,0.0,carrefour,,66.66666666666667
Bizcocho sin Azúcares Añadidos,454.0,25.9,48.7,5.8,0.5,carrefour,15.444015444015443,0.2053388090349076
Barra Meiga ,244.0,0.8,47.0,6.9,1.0,carrefour,12.5,2.978723404255319
Sandwich Cangrejo,232.0,9.8,28.000000000000004,7.1,1.4,carrefour,15.30612244897959,14.285714285714285
Crocks Leche,422.0,13.0,70.0,5.2,0.8199999999999998,carrefour,16.923076923076923,34.285714285714285
Pechuga de Pollo Cocida Corte Extrafino,90.0,1.5,0.0,19.0,1.8000000000000005,carrefour,26.666666666666668,
Barritas Cereales Cacahuete ,442.8571428571429,19.047619047619047,57.14285714285714,10.95238095238095,0.0,carrefour,17.5,46.66666666666667
Mantequilla Ecológica,743.0,82.0,0.6,0.7,0.0,carrefour,65.85365853658537,100.0
Arroz Integral y Quinoa Roja,154.0,1.4,30.0,3.9,0.0,carrefour,14.285714285714288,1.6666666666666667
Margarina 3/4,544.0,60.0,0.0,0.0,0.0,carrefour,30.0,
Galleta con 5 Cereales,440.00000000000006,14.400000000000002,68.0,6.4,0.0,carrefour,11.11111111111111,30.58823529411765
Pan Hamburguesa,287.0,7.200000000000001,37.0,13.0,0.0,carrefour,19.44444444444444,19.729729729729726
Brócoli Micro,46.0,0.6,3.7000000000000006,4.6,0.07,carrefour,16.666666666666668,62.16216216216215
Chocolate Puro para Postres ,524.4755244755244,30.069930069930063,52.44755244755245,6.9930069930069925,0.0699300699300699,carrefour,60.46511627906979,93.33333333333331
Harina de Trigo Integral,340.0,3.8,56.99999999999999,12.0,0.01,carrefour,18.421052631578945,3.8596491228070176
Salchichas con Queso,219.0,17.0,2.5,14.000000000000002,0.0,carrefour,38.23529411764706,4.0
Brotes de Espinaca,19.0,0.5,0.8,1.8000000000000005,0.15,carrefour,20.0,37.49999999999999
Tagliolini al Huevo,287.0,3.0,54.0,9.6,0.05,carrefour,30.000000000000004,1.666666666666667
Yogur Líquido Natural,38.0,1.1,4.1,2.9,0.13,carrefour,63.636363636363626,100.0
Mezcla de Setas,21.0,0.6,0.0,1.7000000000000002,0.5,carrefour,0.0,
Galletas Safari,459.0,15.0,74.0,5.7,0.0,carrefour,9.333333333333332,32.432432432432435
"Queso Fundido (16,7g)",263.47305389221555,20.95808383233533,5.9880239520958085,13.17365269461078,0.0,carrefour,65.71428571428571,0.0
Pollo Relleno Asado,168.0,9.3,1.7000000000000002,19.0,0.0,carrefour,30.107526881720425,64.70588235294117
Fritada,85.0,4.3,9.5,1.1,0.0,carrefour,16.279069767441857,82.10526315789474
Fabada,111.0,4.77,9.73,5.85,0.24,carrefour,67.08595387840673,12.332990750256936
Salchichón de Pavo,288.0,20.0,3.0,24.0,3.8,carrefour,31.0,73.33333333333334
Aceitunas Negras Kalamata,169.0,18.0,0.5,1.3,3.1,carrefour,11.11111111111111,0.0
Sándwich Cookie con Helado de Vainilla,340.0,16.0,43.0,5.0,0.1,carrefour,50.0,44.18604651162791
Arroz Integral Largo,347.0,0.5,77.0,8.1,0.01,carrefour,20.0,0.6493506493506493
Master de Lomo,189.0,12.0,1.9,18.0,2.1,carrefour,47.5,0.0
Pimientos en Tiras,28.000000000000004,0.5,4.5,0.9000000000000001,0.01,carrefour,20.0,93.33333333333331
Galletas Tostadas,423.0769230769231,8.461538461538462,80.76923076923077,6.923076923076923,0.0,carrefour,45.45454545454545,27.619047619047617
Galleta Rellena Sabor Chocolate,479.0,20.0,67.0,6.0,0.5,carrefour,50.0,44.776119402985074
Mantequilla Clarificada,911.0,99.6,0.4,0.1,0.0,carrefour,58.634538152610446,100.0
Chorizo Extra Picante,482.0,42.0,1.0,25.0,8.5,carrefour,35.714285714285715,50.0
Patatas Fritas Light,454.0,17.0,71.0,2.6,0.0,carrefour,16.470588235294116,2.5352112676056344
Sobaos Pasiegos,438.0,23.6,50.9,5.6,0.0,carrefour,62.28813559322033,59.52848722986248
100% Integral de Trigo,237.0,2.8,40.0,10.0,1.2,carrefour,25.0,9.000000000000002
Queso Pimentón,419.00000000000006,37.0,1.6,21.0,1.3,carrefour,67.56756756756756,37.49999999999999
Dátil Natural,295.0,0.5,67.0,1.8000000000000005,0.03,carrefour,20.0,94.02985074626866
Tomate Frito con Cebolla,83.0,3.1,12.0,0.9000000000000001,1.2,carrefour,16.129032258064516,62.5
Tomate Rallado Bio,16.0,0.5,2.6,0.8,0.02,carrefour,20.0,84.61538461538461
Hummus con Pimiento del Piquillo Asado,193.0,12.0,11.0,7.200000000000001,0.76,carrefour,12.5,10.0
Atún Claro al Natural (Escurrido),98.0,0.7,0.0,23.0,1.5,carrefour,28.571428571428577,
Maxiburger,284.0,4.8,50.0,9.3,1.2,carrefour,18.750000000000004,9.4
Preparado de Carne Picada de Añojo Círculo de Calidad ,118.0,3.9,0.0,19.0,1.0,carrefour,120.51282051282053,
Espinacas a la Crema,48.0,3.0,2.8,1.8000000000000005,0.0,carrefour,70.0,35.714285714285715
Mini Empanadillas de Bonito,248.0,11.0,30.6,6.7,0.0,carrefour,0.0,0.0
Turrón Crujiente de Chocolate con Leche,491.0,23.0,63.0,7.1,1.8000000000000005,carrefour,42.17391304347826,85.71428571428571
White & Roll,509.5238095238095,24.761904761904763,66.66666666666666,4.761904761904762,0.5714285714285714,carrefour,51.92307692307693,64.28571428571428
Caldo de Carne ,5.0,0.0,0.9000000000000001,0.5,0.0,carrefour,,0.0
Guisantes Finos Ultracongelados,92.0,1.7000000000000002,9.1,6.1,0.02,carrefour,23.52941176470588,32.967032967032964
Yogur Bifidus Manzana,43.0,0.5,5.9,4.3,0.2,carrefour,20.0,88.13559322033898
Polo de Chocolate,101.8867924528302,1.8867924528301887,22.641509433962263,1.8867924528301887,0.0943396226415094,carrefour,100.0,83.33333333333334
San Jacobo Empanado,186.0,3.7000000000000006,30.0,6.9,1.9,carrefour,29.729729729729726,16.0
Cola Zero,0.0,0.0,0.5,0.0,0.03,carrefour,,100.0
Queso Fundido Burguer,201.0,13.0,10.0,11.0,3.5000000000000004,carrefour,69.23076923076923,50.0
Filetes de Atún de Aleta Amarilla Ultracongelado,118.0,1.6,0.8,25.0,0.22,carrefour,31.25,0.0
Fibra Sticks,314.0,4.0,34.0,17.0,1.48,carrefour,15.0,50.0
Base para Pizza,316.8,5.04,58.4,8.0,0.0,carrefour,12.698412698412698,7.26027397260274
Semillas de Lino ,490.00000000000006,38.0,1.2,22.0,0.1,carrefour,10.526315789473683,41.66666666666667
Skyr Natural Sensation,50.0,0.5,4.1,8.0,0.0,carrefour,20.0,100.0
Queso Bleu ,365.0,33.0,1.0,16.0,1.5,carrefour,69.6969696969697,0.0
Helado Pistacho,176.0,7.200000000000001,25.0,2.2,0.05,carrefour,55.55555555555555,0.0
Rabas Empanadas,204.0,11.0,16.0,9.8,0.95,carrefour,11.818181818181818,13.125
Hot Dog,285.0,4.5,49.0,11.0,1.1,carrefour,20.000000000000004,9.79591836734694
Pollo al Ajillo con Patatas Asadas ,144.0,7.000000000000001,7.5,13.0,1.0,carrefour,15.714285714285714,18.666666666666664
Pan de Espelta 88% con Trigo Sarraceno 12%,326.0,16.77,39.36,3.7599999999999993,0.8100000000000002,carrefour,61.896243291592135,80.89430894308944
Salsa Mexicana Picante,36.0,0.1,5.0,1.5,1.8000000000000005,carrefour,0.0,98.0
Guisantes Extrafinos ,88.0,0.9000000000000001,11.0,5.8,0.0,carrefour,22.22222222222222,33.63636363636364
Choco Milk,380.9523809523809,9.047619047619047,64.28571428571429,7.142857142857142,0.0,carrefour,42.10526315789474,47.40740740740741
Tomate Pelado Troceado Primera,22.0,0.1,4.0,0.8,0.0,carrefour,0.0,60.0
Barritas Choco Milk,380.9523809523809,9.047619047619047,64.28571428571429,7.142857142857142,0.0,carrefour,42.10526315789474,47.40740740740741
Camarones Nórdicos,66.0,0.7,0.0,15.0,1.4,carrefour,71.42857142857143,
Chocolate Extra 72%,537.0,37.0,34.0,10.0,0.08,carrefour,62.16216216216216,82.3529411764706
Atún en Salsa de Tomate,201.0,14.000000000000002,2.0,17.0,1.5,carrefour,9.285714285714285,105.0
Picos Reventados,387.0,4.4,73.0,12.0,2.1,carrefour,15.909090909090908,3.287671232876712
Rabas Enharinadas,177.0,10.0,9.7,12.0,1.3,carrefour,22.000000000000004,6.185567010309279
Barquillo Relleno Sabor Nata ,485.0,30.8,65.0,3.5000000000000004,0.0,carrefour,49.35064935064935,5.692307692307693
Panecillos Aldeanos,249.00000000000003,1.5,51.1,8.3,0.7,carrefour,13.333333333333334,4.10958904109589
Aceitunas Rellenas de Pimientos,98.0,10.0,0.5,1.2,2.8,carrefour,17.0,0.0
Barra Gourmet Hecho Aquí ,251.0,1.0,51.4,9.46,0.0,carrefour,0.0,7.782101167315175
Mango Deshidratado,296.0,0.9000000000000001,66.0,2.8,0.2299999999999999,carrefour,33.33333333333333,93.93939393939394
Mermelada de Fresa,144.0,0.0,35.0,0.0,0.0,carrefour,,100.0
Pimientos del Piquillo Rellenos de Atún,68.0,2.8,7.000000000000001,3.1,1.7500000000000002,carrefour,21.42857142857143,42.85714285714285
Panettone de Frutas,368.0,16.0,48.0,7.200000000000001,0.4,carrefour,46.875,54.16666666666666
Mermelada Extra de Fresa,196.0,0.0,48.0,0.0,0.0,carrefour,,97.91666666666666
Ravioli de Tomate y Mozzarella,235.0,5.6,37.0,7.7,0.0,carrefour,46.42857142857144,18.91891891891892
Fideuá,344.0,2.0,68.0,12.0,0.08,carrefour,25.0,5.147058823529412
Chocolate Extra Negro 72%,499.0,37.0,33.0,8.5,0.02,carrefour,62.16216216216216,81.81818181818183
Yogur Muesli y Cereales 0%,47.0,0.5,6.800000000000001,4.3,0.15,carrefour,20.0,72.05882352941177
Longaniza Fresca Blanca ,225.0,18.0,2.0,12.0,0.02,carrefour,40.55555555555556,15.0
Jamón Cocido Extra sin Fosfatos ,122.0,5.0,1.3,18.0,1.8000000000000005,carrefour,38.0,0.0
Tequeños,343.0,17.7,27.3,13.1,0.0,carrefour,61.01694915254237,12.454212454212456
Barrita Avena con Plátano y Miel,447.5,18.0,57.49999999999999,11.000000000000002,0.2,carrefour,11.11111111111111,26.95652173913044
Sticks Salados,384.0,3.6000000000000005,74.5,11.5,3.0,carrefour,38.88888888888888,0.1342281879194631
Lomo Adobado al Horno,90.0,2.5,3.0,14.000000000000002,0.0,carrefour,0.0,0.0
Anillas de Pota Argentina,41.0,0.6,0.0,9.5,1.2,carrefour,33.333333333333336,
Dátil Deshuesado,295.0,0.5,67.0,1.8000000000000005,0.0,carrefour,20.0,94.02985074626866
Tortellini de 4 Quesos,268.0,7.7,37.0,11.0,2.5,carrefour,58.44155844155844,2.702702702702702
Queso Fresco sin Lactosa,184.0,14.000000000000002,3.6000000000000005,11.0,0.0,carrefour,67.85714285714285,100.0
Galletas Maria Mini,425.0,9.5,75.0,6.5,0.0,carrefour,10.526315789473683,0.0
Finas del Mar,111.0,4.5,7.000000000000001,10.0,0.0,carrefour,13.333333333333334,14.285714285714285
Piña Congelada,56.99999999999999,0.0,13.0,0.0,0.0,carrefour,,84.61538461538461
Fusilli de Guisantes,343.0,2.2,55.00000000000001,22.0,0.14,carrefour,22.727272727272727,4.363636363636362
Chopped de Pavo,129.0,6.5,5.5,12.0,6.25,carrefour,27.6923076923077,18.181818181818183
Bizcocho Yogur,419.00000000000006,21.0,52.0,4.6,0.0,carrefour,15.23809523809524,48.07692307692308
Paella Valenciana,167.0,4.6,22.2,8.7,1.1,carrefour,16.521739130434785,3.153153153153153
Salchichas Bockwurst,231.0,20.0,0.7,12.0,2.0,carrefour,40.0,100.0
Atún Ahumado,135.0,0.5,0.5,32.0,4.7,carrefour,40.0,100.0
Escalopes de Pechuga de Pollo,175.0,5.1,19.46,12.65,1.2,carrefour,13.725490196078432,2.312435765673176
Biscote,374.0,4.5,68.0,13.0,0.03,carrefour,13.333333333333334,11.76470588235294
Cocktail Natural,629.0,56.99999999999999,6.5,17.0,0.0,carrefour,9.12280701754386,56.92307692307693
Actuacol,37.0,1.1,3.7000000000000006,2.6,0.13,carrefour,0.0,94.5945945945946
Albóndigas Añojo,123.0,4.9,1.2,19.0,2.0,carrefour,42.85714285714285,0.0
Garbanzos Cocidos Categoría Extra,94.0,1.9,12.0,5.4,0.51,carrefour,15.789473684210526,5.0
Habas Tiernas,76.0,0.7,9.5,5.1,0.03,carrefour,28.571428571428577,9.473684210526317
Canelones de Carne,183.0,9.4,16.0,7.400000000000001,3.25,carrefour,37.23404255319149,11.250000000000004
Barrita Cereales Choco Banana,393.6629860777725,10.081613058089294,67.21075372059529,5.760921747479597,0.0480076812289966,carrefour,47.61904761904762,42.85714285714286
Codorniz en Escabeche,95.0,3.1,1.3,15.0,1.7500000000000002,carrefour,83.87096774193549,0.0
Vinagre de Frambuesa,203.0,0.0,50.0,1.0,0.0,carrefour,,80.0
Leche de Coco,174.0,18.0,2.9,0.0,0.11,carrefour,83.33333333333334,34.48275862068966
Mix 3 Verduras ,31.0,0.7,2.5,2.2,0.0,carrefour,28.571428571428577,92.0
Mortadela de Pavo ,176.0,13.0,1.7000000000000002,13.0,7.000000000000001,carrefour,20.76923076923077,29.411764705882348
Tostada Crujiente Centeno y Sésamo,388.0,8.5,59.0,11.0,0.0,carrefour,16.470588235294116,5.254237288135593
Tostada Crujiente Centeno Integral,362.0,2.0,71.0,8.2,0.15,carrefour,20.0,4.929577464788733
Salchichas Pollo y Pavo,200.0,16.0,0.9000000000000001,13.0,2.25,carrefour,30.0,100.0
Zumo Maracuyá Manzana Mango,16.0,0.0,3.3000000000000003,0.0,0.0,carrefour,,96.96969696969695
Bocaditos,463.4146341463414,26.82926829268293,47.804878048780495,6.341463414634147,0.7804878048780488,carrefour,12.727272727272725,52.04081632653059
Pan Integral Trigo Completo 100%,232.0,0.83,45.36,7.88,1.15,carrefour,21.686746987951807,0.903880070546737
Tortitas de Arroz Integral Ecológicas,389.6103896103896,6.493506493506493,81.81818181818181,7.792207792207792,0.2597402597402597,carrefour,20.000000000000004,7.936507936507936
Soluble al Cacao,377.0,2.2,80.0,5.7,0.08,carrefour,59.09090909090908,87.5
Flan de Queso,156.0,5.9,20.0,5.6,0.8500000000000001,carrefour,57.6271186440678,100.0
Patatas Fritas Vinagreta ,523.0,31.0,50.0,8.3,0.0,carrefour,10.645161290322582,2.6
Pan Pita Integral,256.7164179104478,1.791044776119403,47.76119402985074,10.44776119402985,0.0,carrefour,25.0,9.062500000000002
Salsa Mejicana,37.0,0.5,7.200000000000001,1.4,0.0,carrefour,100.0,84.72222222222221
Harina de Arroz ,350.0,0.7,78.0,7.6,0.0,carrefour,42.85714285714286,9.743589743589745
Crepes Jamón y Queso,118.0,2.2,17.0,7.1,0.0,carrefour,40.909090909090914,15.882352941176473
Filetes de Caballa del Sur en Aceite de Girasol,185.0,10.0,0.0,23.0,0.0,carrefour,19.0,
Borraja,6.0,0.0,0.9000000000000001,0.0,0.0,carrefour,,0.0
Macarrones Boloñesa,136.0,5.9,17.0,3.3000000000000003,1.21,carrefour,16.94915254237288,10.58823529411765
Maíz Dulce sin Sal Ni Azúcares Añadidos ,77.0,1.8000000000000005,11.0,2.7,0.0,carrefour,0.0,0.0
Boquerón Crudo Limpio Ultracongelado ,83.0,1.7000000000000002,0.0,17.0,0.4,carrefour,70.58823529411764,
Queso Blanco Pasteurizado 100% Cabra,177.0,14.000000000000002,2.7,10.0,0.0,carrefour,69.28571428571428,100.0
Ensaladilla de Cangrejo con Piña,236.0,18.0,14.000000000000002,4.8,0.0,carrefour,8.88888888888889,53.57142857142857
Rosquillas Integrales,330.0,1.9,63.1,10.9,2.0,carrefour,21.05263157894737,2.3771790808240887
Bacalao Desmigado Desalado,61.0,1.0,0.0,13.0,0.0,carrefour,0.0,
Queso Ibérico Semicurado,377.0,31.0,0.5,24.0,0.0,carrefour,77.41935483870968,100.0
Patatas Fritas a la Sartén,530.0,33.0,48.0,7.7,0.0,carrefour,11.515151515151514,0.8333333333333334
Helado de Turrón ,229.0,12.0,26.0,3.9,0.14,carrefour,50.0,88.46153846153845
Parrillada de Verduras,63.0,0.3,13.0,2.2,0.0,carrefour,33.333333333333336,24.615384615384617
Lasaña,110.0,3.3000000000000003,15.0,4.7,0.0,carrefour,15.151515151515149,16.0
"Hogaza de Maiz, Semillas de Calabaza y Girasol",316.0,8.5,47.0,8.9,1.42,carrefour,16.470588235294116,9.148936170212766
Potón a la Marinera,155.0,6.7,0.6,23.0,0.0,carrefour,14.925373134328357,0.0
Chorizo de Pavo ,256.0,17.0,1.8000000000000005,24.0,3.3000000000000003,carrefour,30.58823529411765,72.22222222222221
Tostadas de Arroz y Maíz sin Gluten,374.0,1.3,83.0,7.000000000000001,1.2,carrefour,46.15384615384615,0.0
Pechuga Pollo Fileteada Marinada,98.0,1.7000000000000002,0.5,21.0,0.3,carrefour,35.29411764705882,100.0
Gazpacho Suave,40.0,2.5,3.1,0.6,0.0,carrefour,16.0,77.41935483870968
Mantequilla Light 50%,366.0,40.0,0.7,0.5,0.0,carrefour,62.5,100.0
Arroz Negro,122.0,2.7,19.0,5.1,4.5,carrefour,29.629629629629623,2.1052631578947367
Taquitos de Chorizo,299.0,21.0,2.1,26.0,10.25,carrefour,36.19047619047619,90.47619047619048
Crema Avellanas Cacao 13%,535.0,30.0,57.99999999999999,6.1,0.32,carrefour,18.666666666666664,94.82758620689656
Chocolate 90% Selección,622.0,54.0,16.0,12.0,0.0,carrefour,62.96296296296296,60.62499999999999
Espinacas sin Sal,18.0,0.0,1.1,2.1,0.2,carrefour,,0.0
Queso Danbo,104.0,8.1,0.0,7.8,0.36,carrefour,64.19753086419753,
Yogur con Trozos de Piña 0%,41.0,0.5,5.8,4.1,0.2,carrefour,20.0,91.3793103448276
Mini Cookies,494.00000000000006,23.0,63.0,7.000000000000001,0.75,carrefour,27.39130434782609,49.2063492063492
Cookies 0% Azúcares Añadidos ,451.9230769230769,24.038461538461537,59.61538461538461,5.769230769230769,0.4807692307692308,carrefour,28.000000000000004,1.6129032258064515
Mini Berlinas Bombón,488.0,34.0,38.0,6.9,0.4699999999999999,carrefour,61.76470588235294,28.94736842105264
Tortitas de Arroz con Quinoa,384.61538461538464,7.6923076923076925,78.46153846153847,9.23076923076923,1.2307692307692308,carrefour,20.0,9.803921568627452
Burger Crunchy,122.0,1.9,12.8,13.3,16.98,carrefour,31.57894736842105,3.90625
Chistorra,477.0,46.0,0.8,15.0,4.75,carrefour,86.95652173913044,12.5
Yogur Líquido Desnatado,69.0,0.5,14.000000000000002,3.1,0.0,carrefour,20.0,92.85714285714285
Mezcla de Hortalizas para Sofrito,60.0,3.3000000000000003,5.5,1.5,0.0,carrefour,9.09090909090909,60.00000000000001
Navajas,91.0,1.0,0.0,21.0,0.0,carrefour,30.0,
Sardinas en Aceite Picante,122.0,6.3,0.8,15.4,0.0,carrefour,14.285714285714288,0.0
Pizza Margarita ,194.0,4.1,32.0,6.3,0.0,carrefour,117.07317073170734,4.6875
Tortitas de Arroz Integral con Chocolate Blanco Sabor Yogur ,482.0,20.0,68.0,7.1,0.0,carrefour,60.0,45.588235294117645
Fideos Arroz,170.0,0.0,42.0,0.0,0.0,carrefour,,0.0
Chocolate 90% Cacao,622.0,54.0,16.0,12.0,0.0,carrefour,62.96296296296296,60.62499999999999
Zumo Naranja y Mango,52.0,0.1,11.7,0.6,0.0,carrefour,0.0,88.8888888888889
Harina Espelta,344.0,2.3,64.0,11.0,0.0,carrefour,8.695652173913045,0.78125
Magro Marinado de Cerdo Adobado,117.0,4.2,0.95,19.26,0.0,carrefour,36.90476190476191,95.78947368421052
Espinacas al Natural,15.0,0.0,1.0,1.9,0.0,carrefour,,50.0
Yogur Bebible 0%,69.0,0.1,13.900000000000002,3.1,0.0,carrefour,60.0,100.0
Fiambre de Jamón de Pavo,93.0,3.0,5.5,11.0,2.0,carrefour,26.666666666666668,27.27272727272727
Filetes de Anchoa,187.0,7.7,0.0,29.0,0.03,carrefour,25.97402597402597,
Crema de Queso Semicurado,277.0,24.0,2.2,13.0,1.9,carrefour,70.83333333333334,100.0
Tarta de Manzana,355.0,16.0,49.0,3.7000000000000006,0.9000000000000001,carrefour,11.875,51.02040816326531
Honey Ballz,390.0,1.1,88.0,5.9,0.5,carrefour,18.181818181818183,29.545454545454547
Caldo de Hortalizas,8.0,0.0,1.3,0.3,0.65,carrefour,,0.0
Crema al Cacao con Avellanas ,576.0,37.0,57.99999999999999,2.0,0.22,carrefour,22.432432432432435,98.27586206896552
Aceituna Negra en Rodajas,143.0,15.0,0.0,0.5,0.01,carrefour,15.333333333333332,
Gelatina,71.0,0.0,18.0,0.0,0.45,carrefour,,94.44444444444444
Zumo de Naranja y Mandarina,42.0,0.16,9.4,0.7,0.02,carrefour,0.0,100.0
Palomitas,499.0,23.0,56.89999999999999,10.7,0.0,carrefour,0.0,0.0
Ensalada Maxi Gourmet,18.0,0.3,0.8,1.5,0.0,carrefour,0.0,62.5
Leche Soja Calcio Ligera,32.0,1.1,3.5000000000000004,2.1,0.25,carrefour,18.181818181818183,82.85714285714285
Gazpacho con Hortalizas Frescas,34.0,2.0,2.7,0.8,0.0,carrefour,15.0,92.59259259259258
Natillas Caramelo,109.6,2.72,18.4,2.64,0.152,carrefour,61.76470588235294,86.95652173913044
Harina de Garbanzo,369.0,5.7,54.0,20.0,0.0,carrefour,14.035087719298245,4.25925925925926
Queso Fundido Fácil de Untar,237.1794871794872,19.23076923076924,8.333333333333334,7.6923076923076925,4.807692307692308,carrefour,73.33333333333333,100.0
Macadamia Tostada,720.0,76.0,13.0,8.0,0.01,carrefour,15.789473684210526,35.38461538461538
Mozzarella Rallada Light,232.0,12.0,1.0,30.0,1.2,carrefour,65.83333333333333,0.0
Chocobollo,390.0,19.0,42.5,8.249999999999998,0.8250000000000001,carrefour,27.631578947368425,49.41176470588236
Nueces de Macadamia,738.0,73.0,6.9,9.1,0.7,carrefour,15.068493150684931,57.971014492753625
Hamburguesa de Soja ,171.0,9.5,4.8,14.000000000000002,0.0,carrefour,10.526315789473683,75.00000000000001
Salmón Rosado del Pacífico,103.0,2.2,0.0,21.0,0.2,carrefour,22.727272727272727,inf
Tomate Tamizado,33.0,0.0,5.8,1.4,0.1,carrefour,,82.75862068965517
Carne Picada Cerdo y Vacuno,219.0,16.3,0.8,17.2,0.39,carrefour,44.1717791411043,100.0
Yogur Natural Desnatado ,37.6,0.0,5.28,3.92,0.0,carrefour,,100.0
Mezcla de Setas Silvestres y Cultivadas con Champiñones,21.0,0.6,0.0,1.7000000000000002,0.58,carrefour,0.0,
Queso para Untar con Queso Azul,252.0,24.0,2.2,6.7,0.0,carrefour,62.5,100.0
Picos con Aceite de Oliva y Ajo,406.0,7.9,71.7,10.1,5.0,carrefour,15.82278481012658,2.370990237099024
Natillas con Galleta Entera,133.0,3.0,24.0,2.6,0.38,carrefour,66.66666666666666,87.5
Lasaña de Espinacas y Crema de Queso Fundido de Cabra,141.0,6.5,15.8,4.7,2.2,carrefour,81.53846153846153,12.658227848101264
Carrot Cake,443.0,33.0,30.0,3.7000000000000006,0.0,carrefour,30.303030303030305,93.33333333333334
Bacalao Ultracongelado ,62.0,1.5,0.0,12.0,3.75,carrefour,0.0,
Pepinillos Pequeños ,11.0,0.0,1.3,0.6,5.0,carrefour,,69.23076923076924
Brotes Germinados,37.0,0.0,5.6,1.7000000000000002,1.1,carrefour,,83.92857142857144
Sardina con Limón ,122.0,6.3,0.8,15.4,1.5,carrefour,14.285714285714288,0.0
Picatostes Fritos Sabor Ajo,494.00000000000006,24.0,57.99999999999999,10.0,0.01,carrefour,9.166666666666668,6.724137931034484
