Producto,Kcal,Grasa,Grasas saturadas,Carbohidratos,Azucares,Proteina,Sal,Supermercado
Pan Maxi Burger,277.0,4.9,0.9000000000000001,47.0,4.7,9.7,1.3,dia
Yogur Griego Natural Azucarado,135.20000000000002,9.040000000000001,6.08,11.040000000000001,11.040000000000001,2.64,0.12,dia
Espárragos Verdes Ultracongelados ,21.0,0.16,0.0,3.35,0.0,2.25,0.0,dia
Guisantes Congelados,97.0,0.4,0.1,14.400000000000002,4.7,6.3,0.45000000000000007,dia
Mermelada de Fresa Extra,197.0,0.0,0.0,48.0,46.6,0.5,0.0,dia
Humus Pimiento,193.0,11.8,1.5,11.1,1.1,7.200000000000001,0.8,dia
Fiambre de Pechuga de Pavo,79.0,1.0,0.35,5.5,1.5,12.0,0.0,dia
Flan de Vainilla,98.0,1.5,1.2,18.8,18.0,2.2,0.25,dia
Espaguetis,355.0,1.8000000000000003,0.4,71.0,3.5000000000000004,12.0,0.03,dia
Mayonesa Light ,261.0,25.7,3.2,6.6000000000000005,2.3,0.4,1.26,dia
Gulas,171.0,11.0,1.5,8.2,1.6,8.9,2.3,dia
Nachos,480.0,23.0,10.4,60.0,1.8000000000000003,6.2,0.9000000000000001,dia
Nuggets de Pollo,222.00000000000003,12.7,2.1,15.2,1.7000000000000002,11.1,0.0,dia
Tomate Triturado Lata,17.0,0.0,0.0,2.7,2.3,0.8,1.28,dia
Queso de Cabrales,392.0,34.0,0.0,0.0,0.0,21.5,0.0,dia
Ice Tea Limón,20.0,0.0,0.0,5.0,5.0,0.0,0.0,dia
Barrita de Cereales con Chocolate,436.00000000000006,15.6,6.4,65.2,28.000000000000004,7.200000000000001,0.4,dia
Filete de Pavo Pimentón,83.0,0.0,0.0,1.2,0.0,19.6,0.0,dia
Yogur Stracciatella,113.99999999999999,3.7000000000000006,2.6,17.0,16.0,3.1,0.1,dia
Pechuga de Pavo Braseada,76.0,1.3,1.0,0.5,0.5,16.0,0.01,dia
Pechuga Pollo Braseado,84.0,1.5,0.5,0.7,0.4,17.0,1.9,dia
"Brócoli, Coliflor y Zanahoria",37.0,0.5,0.1,5.0,1.8000000000000003,1.6,0.0,dia
Ensalada 4 Estaciones,18.0,0.4,0.1,2.1,2.8,0.8,0.05,dia
QUESO FETA,290.0,25.0,18.0,0.2,0.2,16.0,2.0,dia
Rulo de Cabra,329.0,28.999999999999996,0.0,1.0,0.0,16.0,1.2,dia
Yogurt Estilo Griego Natural,129.0,11.0,7.400000000000001,4.1,4.1,3.3000000000000003,0.0,dia
Altramuces ,60.0,1.2,0.2,3.6000000000000005,0.0,6.3,5.5,dia
Mozzarella Lonchas,311.0,22.2,15.0,0.6,0.6,27.500000000000004,0.63,dia
Spaghetti,351.0,1.0,0.3,70.0,4.0,14.000000000000002,0.02,dia
Arroz Redondo,349.0,0.9000000000000001,0.2,77.3,0.3,7.400000000000001,0.0,dia
Mantequilla,742.0,82.0,55.3,0.4,0.4,0.6,0.08,dia
Yogurt al Estilo Griego Natural Ligero,69.0,2.0,1.3,6.7,6.7,6.0,0.18,dia
Entrecot Añojo,153.0,6.5,3.1,0.9000000000000001,0.5,22.8,0.04,dia
Croquetas de Boletus,204.99999999999997,7.200000000000001,1.3,31.0,4.8,3.3000000000000003,0.9199999999999999,dia
Quinoa con Verduras,122.0,3.6000000000000005,0.6,15.0,1.3,4.9,0.71,dia
Alubias Blancas Categoria Extra,86.0,0.6,0.1,12.0,0.4,5.4,1.3,dia
Pechuga Entera,99.0,1.6,0.5,0.5,0.5,21.0,0.16,dia
Yogur Natural Azucarado,78.4,1.92,1.28,12.32,12.32,3.1199999999999997,0.0,dia
Ensalada de Brotes,18.0,0.4,0.0,0.7,0.2,2.0,0.45000000000000007,dia
Cerdo a Tacos,118.0,3.5000000000000004,1.2,0.1,0.1,21.5,0.15,dia
Muslitos de Mar,148.0,1.9,0.2,25.6,3.1,8.2,0.0,dia
Pan Tostado 100% Integral ,370.0,5.6,0.7,59.0,3.8,14.000000000000002,0.9199999999999999,dia
Picos Camperos,392.0,5.3,0.8,71.8,3.3000000000000003,11.5,1.9,dia
Tortita de Arroz con Chocolate Negro,469.00000000000006,18.0,11.0,68.0,28.000000000000004,6.2,0.03,dia
Brócolis Ultracongelados,34.0,0.5,0.0,3.5000000000000004,1.5,2.4,0.08,dia
Tomate Frito Casero,120.0,8.0,1.3,11.4,8.7,1.6,0.38,dia
Yogur Griego Natural Desnatado,56.00000000000001,0.2,0.2,6.800000000000001,6.800000000000001,6.800000000000001,0.0,dia
Salsa Barbacoa,162.0,0.2,0.0,39.0,37.5,0.9000000000000001,2.7,dia
Pan de Molde Blanco,259.0,3.0,0.5,48.0,4.0,9.0,0.0,dia
Ensalada Italiana,152.0,6.7,1.1,15.0,2.6,7.9,0.69,dia
Queso Fundido Rallado,313.0,21.0,15.0,10.0,0.5,21.0,3.7000000000000006,dia
Salmón Ahumado,214.0,14.099999999999998,4.0,0.5,0.5,22.0,2.5,dia
Panettone Chocolate,383.0,17.0,8.5,50.0,22.0,6.5,0.45000000000000007,dia
Brócoli Ultracongelado ,34.0,0.5,0.1,3.5000000000000004,1.5,2.4,0.0,dia
Yogur Sabores Desnatado,39.0,0.1,0.1,5.6,5.6,3.9,0.0,dia
Hamburguesa,211.0,14.899999999999999,7.24,0.5,0.5,19.1,0.0,dia
Leche Entera sin Lactosa,64.0,3.6000000000000005,2.4,4.7,4.7,3.1,0.13,dia
Helado Dulce de Leche,211.0,8.8,7.9,30.0,28.999999999999996,2.9,0.45000000000000007,dia
Pollo Pechuga Rellena de Jamón Curado y Queso,149.0,2.9,1.1,15.4,1.2,15.2,1.4,dia
Chorizo Sarta Dulce,495.0,43.0,16.0,1.0,0.0,26.0,0.01,dia
Atún Claro Natural,84.0,0.6,0.1,0.0,0.0,20.0,0.0,dia
Pan Hot Dog,270.9090909090909,3.8181818181818183,0.5454545454545454,49.09090909090909,4.545454545454546,8.90909090909091,1.0909090909090908,dia
Donuts,409.99999999999994,23.9,11.6,41.6,16.0,5.4,0.9399999999999998,dia
Tiburones,349.0,1.5,0.0,70.0,0.0,12.0,0.0,dia
Pan de Molde Rebanada Gruesa,242.0,1.3,0.0,48.0,0.0,8.1,0.0,dia
Pisto,71.0,3.0,0.5,9.8,7.1,1.2,0.84,dia
Nata Para Montar,336.0,35.0,23.0,3.3000000000000003,3.3000000000000003,2.0,0.13,dia
Torreznos,627.0,48.0,15.0,0.0,0.0,49.0,2.8,dia
Magdalena Integral,436.3636363636363,20.90909090909091,6.0606060606060606,55.45454545454545,30.0,4.545454545454546,0.0,dia
Leche Condensada,322.0,8.0,5.7,55.00000000000001,55.00000000000001,7.400000000000001,0.8199999999999998,dia
Queso de Mezcla Tierno ,367.0,31.0,19.0,1.0,0.5,21.0,1.5,dia
Rosquillas de Pan,399.0,2.7,0.8,80.6,0.0,11.5,0.0,dia
Ketchup Light,50.0,0.0,0.0,10.0,9.2,1.5,1.4,dia
Pepinillos en Vinagre,11.0,0.1,0.0,1.3,0.9000000000000001,0.6,0.01,dia
Chocolate Negro,508.0,28.000000000000004,17.0,54.0,50.0,5.6,0.08,dia
Sobaos,441.02564102564105,28.717948717948715,11.282051282051283,45.38461538461539,28.974358974358978,5.384615384615385,0.07692307692307693,dia
Lasaña Boloñesa,169.0,9.2,3.1,14.000000000000002,2.3,7.200000000000001,0.95,dia
Atún Claro en Escabeche,103.84615384615385,1.5384615384615385,0.19230769230769232,0.0,0.0,22.884615384615387,1.4423076923076923,dia
Queso Fundido en Lonchas,199.0,12.7,8.3,8.1,5.6,13.0,3.35,dia
Tortitas de Maíz ,376.0,2.0,0.3,80.0,1.2,8.2,0.8500000000000001,dia
Pepinillos Agridulces ,38.0,0.2,0.0,7.6,6.9,1.4,0.05,dia
Nata Batida Spray,306.0,28.000000000000004,18.9,11.0,11.0,2.4,0.0,dia
Patatas Bravas,120.0,2.0,0.3,23.0,0.5,2.2,0.14,dia
Arroz Negro con Calamar y Gambas,111.00000000000001,1.6,0.6,18.0,1.9,6.1,1.07,dia
Espárragos Blancos Gruesos,26.0,0.3,0.0,3.4000000000000004,2.4,1.9,0.0,dia
Pechuga de Pavo Cocida,74.0,0.5,0.2,0.5,0.5,17.0,1.8500000000000003,dia
Cookies,479.0,21.0,13.0,64.0,33.0,6.2,0.33,dia
Caramelos Masticables Surtido 5 Sabores,400.0,6.0,6.0,80.0,57.99999999999999,2.0,0.0,dia
Albondigas en Salsa con Guisantes y Zanahorias,166.0,12.0,4.0,6.4,1.0,7.9,1.0,dia
Albóndigas de Pollo,181.0,11.5,3.6000000000000005,1.7000000000000002,0.1,16.9,1.24,dia
Leche Desnatada Calcio,38.0,0.5,0.3,4.8,4.8,3.9,0.13,dia
Bebida Energética,45.6,0.0,0.0,10.72,10.52,0.0,0.16799999999999998,dia
Zumo de Naranja,43.0,0.0,0.0,10.0,9.7,0.6,0.0,dia
Jamón de Cebo Ibérico,262.0,17.3,5.2,0.4,0.4,26.3,11.08,dia
Queso de Oveja Curado,438.99999999999994,37.0,27.6,0.0,0.0,26.5,0.0,dia
Mini Taquitos Jamón ,178.0,6.0,2.5,1.0,1.0,30.0,5.0,dia
Mejillones al Natural,102.89855072463767,3.0434782608695654,0.7246376811594203,1.884057971014493,0.0,16.956521739130434,2.2028985507246377,dia
Pollo en Salsa con Arroz,130.33333333333331,2.1999999999999997,0.4,19.400000000000002,1.0,8.0,7.000000000000001,dia
Lomo de Cebo Ibérico ,293.0,17.5,5.3,0.4,0.4,33.3,0.0,dia
Canelones de Atún,136.0,5.0,1.6,15.0,3.2,7.3,0.8500000000000001,dia
Queso Mezcla Semicurado,433.0,39.3,22.9,1.8000000000000003,1.8000000000000003,26.3,3.75,dia
Filetes de Merluza del Cabo,89.0,2.9,0.8,0.8,0.0,15.0,0.33,dia
Rabas Empanadas,99.0,0.6,0.2,9.4,0.5,13.900000000000002,1.2,dia
Pisto con Calabacin,71.0,3.0,0.5,9.8,7.1,1.2,0.84,dia
Salteado de Setas,14.000000000000002,0.2,0.1,5.5,3.3000000000000003,2.5,0.02,dia
Emmental Rallado,368.0,28.199999999999996,19.4,1.7000000000000002,0.0,26.700000000000003,1.2,dia
Olivas Negras,152.0,16.0,2.7,0.1,0.1,0.5,0.0,dia
Bacalao Desmigado Desalado,62.0,1.0,0.1,0.0,0.0,11.3,1.5,dia
Atun en Salsa de Tomate,184.0,12.0,1.5,3.5000000000000004,3.1,14.800000000000002,1.2,dia
"Relleno Fajitas con Pollo, Pimientos y Cebolla",79.0,2.5,0.5,6.2,4.2,7.000000000000001,1.3,dia
Panecillos Tostados con Tomate y Orégano,505.99999999999994,27.0,6.2,56.00000000000001,6.1,8.0,0.0,dia
Pechugas Fileteadas,99.0,1.6,0.5,0.5,0.5,21.0,0.16,dia
Escalopines de salmon,224.00000000000003,16.0,3.0,0.0,0.0,20.0,0.11,dia
Mejillones en Escabeche,162.0,8.3,1.3,4.0,0.0,17.8,4.0,dia
Callos con Garbanzos,129.0,6.0,3.8,7.7,0.3,10.8,0.8500000000000001,dia
Espinacas,28.999999999999996,0.7,0.2,1.9,0.5,2.7,0.5,dia
Pizza Carbonara,257.0,13.0,6.4,23.0,2.6,11.0,1.4,dia
Aceituna Verde Deshuesada ,169.0,17.7,3.0,0.0,0.0,1.0,9.25,dia
Pan Semillas del Campo,254.0,5.3,0.7,39.7,5.1,8.9,0.0,dia
Yogur Bifidus Nueces y Cereales ,56.00000000000001,0.3,0.0,7.7,6.4,4.8,0.0,dia
Corazones Alcachofas,32.0,0.0,0.0,5.0,1.6,2.0,0.7,dia
Sardinillas en Aceite de Oliva,185.48387096774192,10.0,1.935483870967742,1.935483870967742,0.0,21.935483870967744,2.5,dia
Croquetas de Pollo,176.0,5.3,3.6000000000000005,23.0,5.1,7.3,2.0,dia
Atún en Aceite de Oliva,204.0,12.0,1.8000000000000003,0.0,0.0,24.0,1.2,dia
Magro de Cerdo Cocido,146.0,8.3,3.2,0.5,0.1,17.1,4.32,dia
Atún Oliva,172.0,7.5,1.1,0.0,0.0,26.0,0.0,dia
Jamón Cocido Extra Braseado,100.0,2.0,0.7,0.5,0.5,20.0,1.9299999999999997,dia
High Protein Natillas Sabor Vainilla,80.0,1.5,0.9000000000000001,6.0,3.5000000000000004,10.5,0.11,dia
Aceitunas Verdes Rellenas de Anchoa,145.0,15.0,3.0,0.0,0.0,1.3,3.55,dia
Nuez,611.0,59.0,6.4,3.3000000000000003,2.6,14.000000000000002,0.0,dia
Solomillos Empanados,135.0,3.3000000000000003,0.6,9.8,0.3,16.3,1.28,dia
Pizza Pollo,209.0,6.3,3.0,26.5,2.5,10.8,1.3,dia
Soja,43.0,1.7000000000000002,0.0,3.7000000000000006,0.0,3.1,0.0,dia
Chocolate Negro 74%,554.0,40.0,24.0,31.0,26.0,11.2,0.02,dia
Chorizo Extra,261.0,20.0,7.000000000000001,1.7000000000000002,1.0,18.5,0.01,dia
Pan de Molde Grande,259.25925925925924,2.9629629629629632,0.3703703703703704,48.148148148148145,4.074074074074074,8.88888888888889,0.0,dia
Latte Macchiato ,61.0,1.4,0.9000000000000001,9.2,9.0,3.1,0.11,dia
Flash,28.000000000000004,0.0,0.0,7.000000000000001,7.000000000000001,0.0,0.0,dia
Mix Fun Frutos Secos ,454.0,18.2,3.5000000000000004,55.3,9.1,15.5,1.2,dia
Filetes de Caballa del Sur en Aceite de Oliva,204.0,11.8,2.9,0.3,0.0,24.1,1.0,dia
Mousse de Chocolate con Leche,159.0,6.0,3.6000000000000005,21.2,20.5,4.8,0.15,dia
Bebida Energética Light,2.4,0.0,0.0,0.0,0.0,0.0,0.0,dia
Barritas de Cereales con Plátano y Chocolate con Leche,408.0,11.6,6.4,66.4,27.6,6.800000000000001,0.72,dia
Galletas Rellenas,500.0,21.818181818181817,12.727272727272727,69.0909090909091,35.45454545454545,5.454545454545454,0.0,dia
Queso Fundido en Polvo,276.0,14.000000000000002,9.4,21.0,0.5,14.000000000000002,2.2,dia
Colorante Alimentario,311.0,1.7000000000000002,0.1,64.4,1.3,9.2,15.299999999999999,dia
Fabada Receta Asturiana ,150.0,8.5,2.6,11.0,1.0,6.0,0.0,dia
Pistachos Tostados sin Sal Añadida,594.0,47.0,5.7,15.0,6.9,23.0,0.21,dia
Pan Hamburguesa ,275.0,4.7,0.8,47.0,7.200000000000001,9.7,1.4,dia
Berberechos,79.0,0.7,0.1,4.7,0.0,13.5,1.5,dia
Crema de Vinagre Balsámico de Modena,217.0,0.0,0.0,53.6,40.2,0.6,0.0,dia
Tomate Frito sin Azucar,67.0,3.3000000000000003,0.5,6.5,5.8,1.8000000000000003,0.22,dia
Digestive ,461.5384615384615,16.78321678321678,2.0979020979020975,69.93006993006993,16.78321678321678,6.293706293706293,1.6083916083916083,dia
Gouda Rallado,343.0,27.3,17.9,1.7000000000000002,0.0,23.2,1.9,dia
Regaliz,341.0,3.4000000000000004,0.0,74.0,0.0,3.5000000000000004,0.0,dia
Ice Tea Limón Light,2.0,0.0,0.0,0.2,0.2,0.0,0.0,dia
Pan de Pueblo con 5 Cereales,265.625,4.6875,0.9375,42.5,10.0,11.25,0.0,dia
Margarina Light,363.0,40.0,12.0,0.5,0.5,0.3,0.4,dia
Filete de Merluza del Cabo sin Piel,76.0,1.0,0.4,0.0,0.0,16.0,0.2,dia
Rodajas de Piña en Su Jugo,54.0,0.1,0.0,12.0,12.0,0.5,0.03,dia
Salsa Pesto Rojo,262.0,24.2,4.9,6.2,4.1,4.6,1.72,dia
Galleta María Dorada,458.0,15.0,1.5,74.0,20.0,5.7,0.0,dia
Tarta Chocolate Blanco con Galleta,379.0,23.7,17.6,37.0,21.9,4.3,0.0,dia
Pan Tostado,392.0,4.6,0.7,73.0,4.9,12.0,1.2,dia
Pollo Asado Entero,196.0,8.9,3.7000000000000006,0.5,0.5,28.9,0.9399999999999998,dia
Colines,399.0,2.7,0.4,80.6,1.0,11.5,0.0,dia
Pizza Barbacoa,242.0,8.1,3.2,31.0,3.0,10.0,4.25,dia
Natillas con Chocolate,127.0,3.1,2.1,21.1,17.0,3.5000000000000004,0.32,dia
Gelatina,76.0,0.0,0.0,19.0,18.3,0.0,0.0,dia
Ensaladilla Rusa,274.0,23.9,4.1,6.0,2.0,8.5,1.0,dia
Cerdo Longaniza Fresca,214.0,16.0,6.3,0.5,0.0,17.0,1.7000000000000002,dia
Croissants,473.21428571428567,28.035714285714285,15.0,46.964285714285715,11.071428571428573,6.964285714285714,0.0,dia
Pan de Molde Rústico,272.0,4.7,0.8,46.0,2.9,10.0,1.3,dia
Tortiglioni,351.0,1.0,0.3,70.0,4.0,14.000000000000002,0.08,dia
Macarrón,358.0,1.5,0.2,74.0,2.0,11.0,0.02,dia
Cereales Linea Chocolate Negro,394.0,5.5,3.8,75.7,22.0,7.3,1.58,dia
Queso Fresco de Cabra,249.00000000000003,21.0,15.7,1.6,1.4,13.5,0.8,dia
Gazpacho Suave,41.0,2.3,0.4,3.5000000000000004,3.3000000000000003,0.8,0.8,dia
Pizza Crispy Bacon,242.0,9.6,4.1,26.0,4.7,12.0,1.5,dia
Flautas Pollo y 2 Quesos,243.00000000000003,7.000000000000001,0.0,30.0,0.0,15.1,0.0,dia
Salsa Soja,48.0,0.0,0.0,2.2,0.0,9.2,17.0,dia
Filetes de Salmón Salvaje,113.99999999999999,3.8,0.8,0.0,0.0,20.0,0.13,dia
Fiambre de Pechuga de Pollo,85.0,1.2,0.4,5.5,0.0,13.0,0.0,dia
Salmon Ahumado Lonchas,181.0,9.2,2.0,1.5,1.5,23.0,2.5,dia
Natillas,112.00000000000001,2.88,1.92,18.0,16.8,3.52,0.0,dia
Yogur Bifidus Cremoso,65.0,3.0,3.0,5.3,5.3,4.3,0.15,dia
Pipas Gigantes Aguasal,569.0,49.8,5.2,6.3,2.7,19.3,0.25,dia
Digestive Chocolate,498.00000000000006,23.5,12.7,64.2,23.6,6.0,1.38,dia
Taquitos de Jamón Curado,234.0,12.0,4.0,1.5,1.5,30.0,0.01,dia
Mermelada Frutos Rojos Light,120.0,0.0,0.0,30.0,0.0,0.0,0.62,dia
Merluza Rebozada al Huevo,132.0,5.5,1.0,9.8,1.0,9.9,0.84,dia
Cappuccino,63.0,1.4,0.9000000000000001,9.6,9.2,3.1,0.12,dia
Pan Rústico,389.0,3.3000000000000003,0.6,75.8,2.5,12.3,2.44,dia
Cacahuetes Tostados y Salados,609.0,50.0,19.2,9.9,2.9,24.6,0.5,dia
Chocolate Negro sin Azúcares Añadidos,468.0,33.0,20.5,49.0,0.5,7.3,0.01,dia
Fiambre York,111.00000000000001,2.5,0.9000000000000001,10.0,1.0,12.0,2.2,dia
Anacardo Frito y Salado,609.0,49.8,9.3,17.6,7.000000000000001,20.7,0.08,dia
Pechuga de Pollo Asada con Patatas ,135.0,3.1,0.8,6.800000000000001,1.1,20.0,1.0,dia
Queso Fresco Desnatado,66.0,0.3,0.2,3.8,3.8,12.0,2.0,dia
Tarta de Manzana,375.38461538461536,16.923076923076923,9.076923076923077,49.07692307692307,24.0,4.0,0.49230769230769234,dia
Tortitas de Trigo,324.0,9.0,5.2,51.0,2.3,9.2,2.0,dia
Patatas Paja,562.0,37.0,17.0,50.0,1.0,5.3,0.0,dia
Salsa Ranchera,187.0,15.0,1.3,11.0,5.7,2.0,1.6,dia
Solomillo de Atún,105.0,0.8,0.6,0.5,0.5,24.0,0.6,dia
Cuajada,94.39999999999999,5.28,3.6799999999999997,6.720000000000001,6.720000000000001,4.88,0.0,dia
Salchichas de Pollo,200.0,16.0,5.0,0.2,0.2,14.000000000000002,6.25,dia
Formaggio Curado,387.0,28.999999999999996,18.0,0.5,0.5,31.0,1.2,dia
Chocolate Negro 72%,530.0,35.0,0.0,38.0,32.99999999999999,9.5,0.0,dia
Alubias Pintas Cocidas,77.0,0.0,0.0,9.9,0.0,5.8,0.6,dia
Bacon Burguer,211.0,9.6,3.71,19.0,5.0,12.0,1.4,dia
Chorizo Sarta Extra Picante,446.0,36.9,14.6,1.4,0.5,27.6,0.01,dia
Fideo Cabellín,355.0,1.8000000000000003,0.2,71.0,2.0,12.0,0.05,dia
Base de Pizza Finas,282.0,5.9,0.9000000000000001,49.2,1.4,7.000000000000001,0.0,dia
Almendras Tostadas y Saladas,619.0,52.5,8.0,10.1,4.9,21.0,0.01,dia
Crackers Saladas,469.87951807228916,19.879518072289155,9.638554216867469,64.4578313253012,6.626506024096386,7.228915662650602,0.0,dia
Chipirones Rellenos en Su Tinta,172.0,9.5,4.3,7.5,3.6000000000000005,14.000000000000002,0.0,dia
Salsa Boloñesa,124.0,7.1,1.1,9.9,3.5000000000000004,4.3,0.0,dia
Yogur ,39.0,0.1,0.1,5.6,5.6,3.9,0.15,dia
Tortitas de Maíz con Chocolate Negro,451.32743362831854,12.38938053097345,7.079646017699115,76.10619469026548,17.699115044247787,7.964601769911504,0.0,dia
Salami Extra,436.00000000000006,40.0,15.0,1.0,1.0,18.0,0.01,dia
Tortitas de Arroz con Yogurt,482.0,20.0,0.0,68.0,0.0,7.000000000000001,0.0,dia
Hamburguesa Crunchy Chicken,240.0,13.5,2.5,12.5,1.1,17.0,1.6,dia
Nueces sin Cáscara ,674.0,62.4,5.9,3.8,2.1,19.9,0.01,dia
Crunchy Muesli,465.00000000000006,18.6,9.5,61.0,18.4,9.9,0.29,dia
Yogur Bifidus Ciruela ,50.4,0.08,0.08,7.68,7.04,4.079999999999999,0.36,dia
Punta de Queso Brie,356.0,32.0,22.5,0.5,0.5,17.0,4.0,dia
Queso Fundido Lonchas,250.99999999999997,20.5,13.5,6.0,3.5000000000000004,10.5,0.0,dia
Hogaza con Pipas de Calabaza,284.0,4.8,1.4,46.8,4.1,10.7,1.21,dia
Ensaladilla Jardinera Congelada,70.0,0.2,0.1,14.000000000000002,7.200000000000001,2.4,0.0,dia
Canelones Boloñesa,128.33333333333334,6.6000000000000005,0.0,12.0,0.0,4.8,0.0,dia
Galleta Rellena Sabor Chocolate,484.0,19.2,11.2,70.0,33.2,6.0,1.28,dia
Anacardos Tostados y Salados,622.0,49.0,9.0,22.7,6.6000000000000005,19.8,2.5,dia
Tortilla de Patata Fresca con Cebolla,147.0,9.0,1.6,11.0,1.1,5.2,1.2,dia
Hojaldre de Salmón con Crema de Espinacas ,250.0,16.0,9.6,17.0,1.3,9.2,1.1,dia
Mermelada de Melocoton Extra Diet,26.0,0.0,0.0,5.4,4.4,0.5,0.0,dia
Flan de Huevo,137.0,2.0,0.8,24.1,22.5,5.5,0.0,dia
Burger Meat Pollo y Espinacas,151.0,8.6,2.7,4.4,0.5,13.8,1.8000000000000003,dia
Longaniza de Pavo y Pollo ,158.0,10.0,4.0,0.4,0.3,16.8,2.1,dia
Galleteca,491.0,22.0,14.000000000000002,66.0,38.0,5.8,0.48,dia
Escalopin Añojo,130.0,4.0,1.8000000000000003,0.6,0.5,22.8,0.38,dia
Vinagre Balsámico de Módena,68.0,0.0,0.0,18.0,10.0,0.6,0.0,dia
Sirope de Chocolate,320.0,0.9000000000000001,0.5,75.0,72.0,1.7000000000000002,0.0,dia
Alubias Blancas Cocidas Extra,81.0,0.0,0.0,12.0,0.6,5.3,0.0,dia
Tallarines,349.0,1.5,0.3,70.0,2.9,12.0,0.05,dia
Pan Tostado Integral,376.0,4.7,0.6,66.0,4.6,13.0,2.5,dia
Yogur Líquido,78.0,2.0,1.3,11.3,13.3,3.0,0.12,dia
Conejo,131.0,5.3,2.0,0.0,0.0,21.0,0.14,dia
Pizza Cuatro Quesos,281.0,12.0,6.5,31.0,3.0,13.0,1.4,dia
Caldo Cocido,7.000000000000001,0.3,0.1,0.5,0.4,0.5,0.0,dia
Chocolate Negro Relleno de Menta,455.99999999999994,17.0,10.0,70.0,63.1,3.5000000000000004,0.0,dia
Chocolate con Leche con Galleta,569.0,36.0,22.8,54.6,45.0,5.7,0.0,dia
Atún Claro al Natural,107.0,2.7,1.0,0.0,0.0,20.6,1.24,dia
"Cerveza 0,0 ",18.0,0.0,0.0,3.8,0.8,0.3,0.02,dia
Burger Meat Cerdo,212.0,16.0,6.3,1.0,0.6,16.0,0.4,dia
Lenteja Roja,299.0,2.1,0.4,32.0,1.6,25.0,0.0,dia
Cacahuetes con Sal,625.0,50.7,0.0,10.8,0.0,27.6,0.0,dia
Salchichas Viena Queso,218.00000000000003,17.0,5.7,2.2,1.0,14.000000000000002,2.0,dia
Yogur Desnatado con Fresa,43.0,0.1,0.1,5.5,5.0,4.3,0.16,dia
Biscotes 62% Integral de Trigo,384.0,6.0,0.7,63.0,5.0,15.0,1.1,dia
Helado Limon,149.0,2.4,1.6,30.2,24.3,1.2,0.0,dia
Ensalada de la Huerta,42.0,1.2,0.2,6.4,1.7000000000000002,1.3,0.29,dia
Aceitunas Negras sin Hueso,125.0,13.0,2.2,0.0,0.0,0.5,2.0,dia
Sopa de Pollo con Fideos,22.0,0.12,0.0,4.12,0.12,0.9199999999999999,0.0,dia
Natillas Vainilla,113.99999999999999,2.7,1.8000000000000003,20.0,15.0,2.4,0.15,dia
Judia Verde Redonda,21.0,0.5,0.0,2.7,1.0,0.8,0.0,dia
Helado de Stracciatella,206.99999999999997,8.8,7.400000000000001,29.299999999999997,25.900000000000002,2.0,0.3,dia
Chocoaros White,511.00000000000006,25.0,12.6,64.0,36.0,6.4,0.5,dia
Queso de Cabra con Pimentón,425.0,37.3,25.3,1.0,0.0,21.2,0.0,dia
Choco Pillows,446.0,12.8,4.3,68.0,32.3,8.2,0.0,dia
Queso Maasdam,358.0,27.1,18.4,0.0,0.0,28.4,0.0,dia
Rodajas de Piña en Almíbar Ligero,64.0,0.0,0.0,15.0,11.5,0.4,0.08,dia
Salsa César,299.0,28.199999999999996,4.9,7.5,4.7,2.9,2.54,dia
Aros de Chocolate Blanco,518.0722891566264,25.301204819277107,14.457831325301203,63.85542168674698,28.915662650602407,6.024096385542168,0.6024096385542168,dia
Huevos de Gallinas Camperas,128.0,8.4,2.8,0.5,0.5,13.100000000000001,0.38,dia
Tomate Troceado,19.0,0.0,0.0,3.3000000000000003,3.0,0.8,0.32,dia
Chorizo de León Picante,465.00000000000006,38.7,15.1,2.5,1.0,26.700000000000003,2.75,dia
Pechuga de Pavo Bajo en Grasa,71.0,1.5,0.4,1.0,0.5,13.5,1.8500000000000003,dia
Arroz Inflado Sabor Chocolate ,381.0,3.0,1.8000000000000003,79.0,23.6,7.5,1.0,dia
"Pan de Molde sin Corteza (22,5g)",231.1111111111111,2.6666666666666665,0.4444444444444444,41.77777777777778,4.0,8.444444444444445,0.0,dia
Pimientos Rojos Asados en Tiras,33.0,0.7,0.0,6.5,3.4000000000000004,1.3,0.0,dia
Magdalena Redonda,400.0,17.941176470588236,2.0588235294117645,54.11764705882353,30.88235294117647,5.0,0.0,dia
Galletas Tostaditas,459.0,15.0,1.4,74.0,24.0,5.7,0.73,dia
Longaniza 100% Pollo,155.0,10.4,3.4000000000000004,0.5,0.7,14.800000000000002,1.48,dia
Patata Amandine,80.0,0.34,0.094,16.7,0.86,1.8000000000000003,0.05,dia
Hogaza Centeno 30% y Avena 6%,287.0,2.9,0.5,53.29999999999999,3.5000000000000004,8.2,1.26,dia
Tomate Frito con Aceite de Oliva,76.0,3.3000000000000003,0.5,9.5,6.5,1.5,0.95,dia
Ice Tea Melocotón,24.0,0.0,0.0,5.8,5.8,0.0,0.02,dia
Helado Cono Nata y Trufa,288.88888888888886,15.079365079365079,0.0,33.96825396825396,0.0,3.968253968253968,0.0,dia
Chocolate con Leche y Avellanas,554.0,36.0,18.0,48.0,4.0,8.0,0.0,dia
Jamón Cocido Braseado,99.0,3.2,0.9000000000000001,0.9000000000000001,0.6,16.7,0.01,dia
