Producto,Kcal,Grasa,Grasas saturadas,Carbohidratos,Azucares,Proteina,Sal,Supermercado
Cocido,80.0,3.2,0.0,8.0,0.0,4.0,0.0,mercadona
Remolacha Tiras,35.0,0.5,0.1,6.4,5.3,1.8000000000000003,1.4,mercadona
Picadillo de Variantes Extra en Vinagre,17.0,0.5,0.1,1.6,0.8,1.8000000000000003,0.0,mercadona
Cuquis,484.0,19.5,2.4,69.5,2.1,6.2,4.5,mercadona
Patatas Chips Ligeras,475.0,20.5,2.0,67.7,7.400000000000001,5.0,0.0,mercadona
Yogur Bífidus Cereales y Fibras,108.80000000000001,3.44,2.2399999999999998,15.2,15.2,3.6799999999999997,0.256,mercadona
Choco Negro,496.0,23.2,15.2,64.0,34.4,6.4,0.0,mercadona
Pan Cereales sin Gluten,244.0,7.7,0.8,34.1,3.8,4.1,1.3,mercadona
Almendra Cubitos,604.0,50.0,3.9,7.000000000000001,4.2,26.0,0.03,mercadona
Café con Leche Espresso,59.0,1.2,0.8,9.0,9.0,3.0,0.45000000000000007,mercadona
Pizza 4 Quesos sin Gluten,290.0,11.9,6.7,34.3,1.1,11.3,3.5000000000000004,mercadona
Berlina Cacao,470.0,31.0,20.0,40.0,15.0,6.4,0.0,mercadona
Hamburguesa Merluza y Gambón,143.0,7.3,0.9000000000000001,8.9,0.6,10.5,0.0,mercadona
Queso Ibérico Añejo,437.0,37.0,25.0,2.0,0.0,24.0,2.0,mercadona
Patatas Fritas 0% Sal,544.0,33.0,4.5,51.0,0.5,7.1,0.01,mercadona
Pizza sin Gluten Jamón y Queso,244.0,8.6,4.1,32.1,0.8,9.5,0.0,mercadona
Guisantes Muy Tiernos ,82.0,0.4,0.2,11.0,2.8,6.0,0.01,mercadona
Emmental Frances,369.0,28.999999999999996,19.0,0.5,0.5,27.0,0.0,mercadona
Diverkao,455.0,17.0,2.8,67.0,27.0,6.1,0.51,mercadona
Chocolate Negro 72% con Almendras,578.0,44.0,20.0,25.0,21.0,14.000000000000002,0.02,mercadona
Redes BBQ,515.0,28.999999999999996,2.8,63.0,8.4,4.4,1.8399999999999999,mercadona
Mini Biscuit,384.09090909090907,24.772727272727273,16.136363636363633,37.272727272727266,27.045454545454543,3.1818181818181817,0.2727272727272727,mercadona
Maxi Hamburguesa,260.0,3.3000000000000003,0.6,46.0,5.3,9.7,1.0,mercadona
Base Pizza sin Gluten,291.0,2.2,0.0,66.5,0.0,1.3,0.0,mercadona
Choco Crisps,533.0,31.0,20.0,55.00000000000001,45.0,6.9,0.0,mercadona
Empanada de Verduras,225.0,8.3,1.0,32.0,3.4000000000000004,4.4,1.1,mercadona
Zumo de Arándanos y Frutas Rojas,19.0,0.0,0.0,3.5000000000000004,3.4000000000000004,0.2,0.0,mercadona
Pan con Centeno y Pipas de Girasol,256.0,7.000000000000001,0.8,35.0,2.5,10.1,0.0,mercadona
Queso Viejo Cremoso,390.0,33.0,22.0,1.2,0.5,22.0,1.5,mercadona
Medallón de Solomillo de Pavo,109.00000000000001,1.2,0.4,0.0,0.0,24.5,0.14,mercadona
Sopa Jardinera,26.400000000000002,0.32,0.16,4.44,0.5599999999999999,1.24,1.5,mercadona
Mix Nueces Naturales,731.0,72.0,10.0,5.3,2.9,14.000000000000002,0.03,mercadona
Levadura Panadería,342.0,6.0,1.5,15.0,14.000000000000002,44.0,0.3,mercadona
Burger Meat Cerdo,216.0,16.0,5.5,3.5000000000000004,1.9,14.6,1.4,mercadona
Yogur Cremoso Con Frutos Silvestres,98.0,3.2,2.2,13.699999999999998,13.200000000000001,3.7000000000000006,0.1,mercadona
Salsa Picante Extra ,54.0,0.9000000000000001,0.0,4.0,4.0,0.6,15.0,mercadona
Salsa Cheddar,214.0,17.0,11.0,5.9,4.1,9.2,2.1,mercadona
+Proteínas Pan Tostado,426.99999999999994,17.0,2.5,11.5,2.2,47.0,1.08,mercadona
Arepa,138.0,0.7,0.1,24.2,0.7,6.4,0.97,mercadona
Tostadas Multicereales,384.0,8.0,0.9000000000000001,59.3,4.6,13.200000000000001,0.0,mercadona
Mostaza a L'ancienne,135.0,10.7,0.8,2.3,2.2,7.7,0.01,mercadona
Obleas,397.0,2.0,0.43,87.0,19.0,8.0,0.02,mercadona
Brioche Vegetal con Jamón Cocido,225.0,11.5,2.9,19.1,4.2,11.2,0.91,mercadona
Batido de Chocolate 90% Leche,52.0,0.8,0.5,8.5,8.5,2.5,0.12,mercadona
Café Espresso Crema ,285.0,0.0,0.0,34.0,0.0,23.0,1.02,mercadona
Mini Bombón Almendrado sin Azúcares Añadidos,295.1219512195122,19.756097560975608,13.414634146341465,31.463414634146343,7.073170731707316,6.097560975609756,0.0,mercadona
Queso Blanco Pasteurizado sin Lactosa ,252.99999999999997,25.0,18.0,3.0,3.0,4.1,0.8699999999999999,mercadona
Pan de Hamburguesa 70% Integral,282.0,5.7,1.1,45.0,7.5,10.3,0.0,mercadona
Tempura 7 Verduras,190.0,13.0,2.2,15.0,4.0,2.9,0.0,mercadona
Medio Pollo Troceado,163.0,9.5,3.0,0.0,0.0,19.0,2.25,mercadona
Pan con Leche 3%,248.0,1.6,0.32,49.0,4.1,7.8,0.0,mercadona
Base de Pizza sin Gluten,291.0,2.2,0.3,66.5,1.6,1.3,0.0,mercadona
Chocolate Extrafino con Leche y Almendras,557.1428571428571,36.66666666666667,16.666666666666664,45.714285714285715,44.761904761904766,10.476190476190476,0.0,mercadona
Patatas Fritas Estilo Tradicional,565.0,39.0,3.5000000000000004,45.0,1.0,5.4,1.2,mercadona
Atún Claro en Escabeche Blanco,108.0,4.0,0.5,0.4,0.4,17.0,0.75,mercadona
Digestive Avena de Chocolate con Leche,484.99999999999994,23.0,6.6000000000000005,59.0,31.0,7.400000000000001,0.7,mercadona
Picos Reventaos,396.0,5.7,0.9000000000000001,73.1,2.6,11.2,2.0,mercadona
Pechuga de Pavo Cocida Adobada,74.0,0.8,0.3,1.5,0.6,15.299999999999999,1.8000000000000003,mercadona
Yakisoba Sabor Soja ,204.0,8.5,4.2,26.1,3.0,4.4,1.3,mercadona
Espinaca Picada en Porciones,23.0,0.5,0.06,0.6,0.1,2.8,0.0,mercadona
Helado de Tarta de Queso con Fresas,282.8571428571429,17.714285714285715,11.857142857142858,26.571428571428573,23.28571428571429,4.285714285714286,0.2142857142857143,mercadona
Mini Napolitanas Saladas,330.0,21.0,0.0,27.399999999999995,0.0,7.9,0.0,mercadona
Castañas Tostadas y Peladas,180.0,0.9000000000000001,0.2,34.9,11.4,4.7,0.0,mercadona
Fresh Gas Naranja Zero ,2.0,0.0,0.0,0.6,0.6,0.1,0.0,mercadona
Rodajas de Poton del Pacifico,145.0,6.2,0.2,1.3,0.0,21.0,0.58,mercadona
Choco Fundir con Leche,531.0,31.0,19.0,54.0,52.0,8.3,0.25,mercadona
Leche Entera Fresca ,62.0,3.5000000000000004,2.0,4.5,4.5,3.1,0.13,mercadona
Hamburguesa de Ternera con Bacon y Queso ,211.0,9.6,3.7000000000000006,19.0,5.0,12.0,1.4,mercadona
Queso Crema sin Lactosa,288.0,28.999999999999996,21.0,2.6,2.6,4.1,0.0,mercadona
Burger Meat Pollo de Campo,144.0,4.8,1.4,1.2,0.5,16.0,1.5,mercadona
Gouda Viejo,418.0,33.9,20.7,0.0,0.0,28.199999999999996,0.01,mercadona
Yogur para Beber Fresa Platano,68.0,1.1,0.7,12.2,12.1,2.3,0.0,mercadona
Fiambre de Lomo Adobado al Horno,71.0,0.5,0.1,0.9000000000000001,0.9000000000000001,17.0,2.8,mercadona
Pan Rallado Crujiente,371.0,1.2,0.2,80.0,3.8,8.1,1.5,mercadona
Choco,510.98901098901104,25.274725274725274,14.835164835164838,63.73626373626373,43.956043956043956,7.142857142857144,0.3846153846153847,mercadona
Edamame ,145.0,7.6,1.1,3.3000000000000003,2.8,12.0,0.0,mercadona
Xuxes Top Ten,354.0,0.1,0.0,84.0,57.99999999999999,4.3,0.0,mercadona
Pincho Cerdo Amarillo,96.0,2.0,0.72,0.6,0.3,18.9,1.6,mercadona
Mató,168.0,12.4,7.9,4.6,1.9,9.6,0.25,mercadona
Zumo de Maracuyá,63.0,0.1,0.0,14.400000000000002,14.400000000000002,0.5,0.0,mercadona
Yogur Líquido Natural Azucarado,63.0,1.2,0.7,11.0,11.0,2.5,0.25,mercadona
Salchichas sin Fécula Pavo Pollo,202.0,16.0,5.3,0.8,0.5,13.5,5.0,mercadona
Picos Saladitos,466.0,18.3,1.6,63.9,1.2,9.7,6.25,mercadona
Mantecadas,460.8695652173913,24.927536231884055,3.1884057971014497,53.91304347826087,27.246376811594203,4.927536231884058,0.6376811594202898,mercadona
Nueces de Macadamia Tostadas con Sal,758.0,77.0,13.0,5.8,3.5000000000000004,8.6,0.19,mercadona
Anacardo Caju,552.0,34.6,14.499999999999998,48.0,41.7,11.0,0.28,mercadona
Leche de Vaca Esterilizada Desnatada con Vitaminas D y e,32.0,0.08,0.08,4.8,4.8,3.08,0.328,mercadona
Gazpacho Andaluz,27.878787878787882,2.393939393939394,0.0,1.2121212121212122,0.0,0.393939393939394,0.0,mercadona
Chocolate Extrafino Negro 72% de Cacao con Almendras Enteras,590.0,47.0,21.0,27.0,22.0,11.0,0.0,mercadona
Arroz Thai/Jazmín,348.0,0.76,0.22999999999999998,76.9,0.0,7.86,0.0,mercadona
Turrón Pistacho,556.0,35.0,17.0,47.0,43.0,12.0,0.75,mercadona
Pimientos del Piquillo Rellenos de Carne,112.00000000000001,5.5,2.0,9.2,4.9,5.7,0.0,mercadona
Buñuelos de Bacalao ,179.0,6.4,0.8,22.0,2.2,8.5,2.5,mercadona
Sticks Vegetales ,490.00000000000006,23.6,2.5,65.6,2.3,3.3000000000000003,2.3,mercadona
Muesli Crunchy Fruta,426.99999999999994,14.000000000000002,5.0,66.0,27.0,6.3,0.5,mercadona
Sticks de Patatas,529.0,32.0,4.3,56.99999999999999,0.4,2.1,0.01,mercadona
Chocolate Extrafino con Leche y Edulcorante sin Azúcares Añadidos ,465.00000000000006,31.0,19.0,47.0,11.0,9.0,0.0,mercadona
Helado de Yogur,177.5,6.375,0.0,26.375000000000004,20.0,3.6249999999999996,0.0,mercadona
Sirope de Fresa,287.0,0.0,0.0,71.0,60.0,0.0,0.0,mercadona
Galleta María sin Azúcar ,408.0,11.0,1.3,75.0,0.5,7.000000000000001,0.0,mercadona
San Jacobo sin Gluten ,179.0,6.2,2.1,21.4,2.1,9.1,2.0,mercadona
Coquito ,536.0,36.8,16.8,44.0,40.8,4.4,0.08,mercadona
Yogur 0% Sabor Coco,35.0,0.1,0.0,4.4,4.4,4.3,0.0,mercadona
Queso Gouda Tierno,348.0,28.000000000000004,19.0,0.0,0.0,23.0,0.0,mercadona
Croquetas de Setas,175.0,6.800000000000001,1.0,23.1,7.000000000000001,4.3,2.68,mercadona
Regaña Artesana,447.0,18.0,2.6,59.0,0.5,12.0,1.6,mercadona
Corazones de Alcachofas en Aceite,156.0,14.000000000000002,1.7000000000000002,3.6000000000000005,1.0,2.0,0.26,mercadona
Dátiles con Hueso Desecados ,295.0,0.5,0.1,67.0,63.0,1.8000000000000003,0.03,mercadona
Turrón de Chocolate Blanco Crujiente ,550.0,33.0,16.0,55.00000000000001,46.0,7.9,0.5,mercadona
Triángulos de Maíz,476.99999999999994,22.5,11.1,60.3,1.8000000000000003,6.2,2.5,mercadona
Café Latte Espresso,59.0,1.2,0.8,9.0,9.0,3.0,0.18,mercadona
Nuggets Vegetales,283.0,17.0,1.9,26.0,5.0,7.1,1.4,mercadona
Barritas de Salvado de Avena con Sabor a Chocolate,363.3333333333333,9.333333333333332,4.333333333333334,50.0,16.666666666666664,8.0,0.0,mercadona
Turron de Chocolate Negro Crujiente,525.0,31.0,15.0,51.2,39.7,7.000000000000001,0.0,mercadona
Calamar en Su Tinta,116.94915254237289,4.406779661016949,0.0,6.271186440677965,0.0,13.220338983050848,0.0,mercadona
Galletas Jengibre ,420.0,15.0,7.000000000000001,67.0,35.0,4.5,0.0,mercadona
Caracola al Cacao,419.00000000000006,23.0,11.0,45.0,14.000000000000002,7.000000000000001,0.69,mercadona
Tarta Nata y Yema Tostada,290.0,10.0,8.0,46.0,36.0,3.3000000000000003,0.0,mercadona
Salsa Romesco,423.00000000000006,39.1,4.6,14.400000000000002,4.1,3.4000000000000004,3.5000000000000004,mercadona
Vacuno Añojo a Tacos,119.0,3.5000000000000004,1.4,0.5,0.0,21.0,0.19,mercadona
Mojo Canario Suave ,529.0,57.3,6.4,3.3000000000000003,0.64,0.0,1.8000000000000003,mercadona
Hogaza 100% Natural ,274.0,2.4,0.4,50.1,2.5,11.9,0.0,mercadona
Salsa Fresca Trufa ,102.0,3.9,2.5,9.4,4.5,5.2,1.8000000000000003,mercadona
Ravioli Queso,225.0,5.2,2.7,34.0,5.4,10.0,0.0,mercadona
Pan para Hornear en Casa Baguette,312.0,1.9,0.7,63.5,3.6000000000000005,8.9,1.45,mercadona
Chocolate Extrafino con Leche y Edulcorante,465.00000000000006,31.0,19.0,47.0,11.0,9.0,0.0,mercadona
Caldo de Carne,240.0,20.0,13.999999999999998,1.0,0.0,13.0,57.49999999999999,mercadona
Salchichón Casero,343.0,24.0,0.0,4.9,0.0,26.899999999999995,0.0,mercadona
Pasta de Almendra,135.0,7.6,2.3,14.2,0.0,2.1,0.0,mercadona
Dados de Pavo,84.0,0.8,0.0,1.3,0.0,17.9,0.0,mercadona
Frankfurt Gourmet,239.0,20.8,8.5,0.7,0.5,12.3,0.01,mercadona
Petit Sabores,101.66666666666666,3.0000000000000004,2.0,11.0,11.0,7.5,0.08333333333333334,mercadona
Queso Fresco Servilleta,242.0,18.0,1.8000000000000003,3.6000000000000005,3.5000000000000004,16.4,1.0,mercadona
Sin Gluten sin Lactosa,392.0,3.5000000000000004,0.4,86.0,2.0,2.9,2.03,mercadona
Gelatina de Fresa,65.0,0.0,0.0,16.0,15.9,0.0,0.52,mercadona
Yogur Cremoso 0% Frutas del Bosque,38.4,0.08,0.0,4.8,0.0,4.720000000000001,0.0,mercadona
Barquillo de Nata,527.5862068965517,31.03448275862069,17.24137931034483,57.24137931034483,34.13793103448276,4.137931034482759,0.0,mercadona
Pipas de Calabaza con Sal,624.0,52.0,11.0,3.0,2.5,34.0,12.0,mercadona
Granizado de Limón sin Azúcar ,35.0,0.05,0.0,9.0,0.2,0.1,0.1,mercadona
Fresa Plátano,72.0,1.2,0.9000000000000001,12.4,12.2,2.7,0.09,mercadona
Sobaos,461.00000000000006,26.0,9.9,50.0,27.0,5.5,0.61,mercadona
Salchichas Gourmet,239.0,20.8,8.5,0.7,0.5,12.3,0.01,mercadona
Chuletas de Lomo,152.0,7.200000000000001,2.8,0.0,0.0,21.8,0.2,mercadona
Rellenos de Crema de Cacao y Avellana,461.00000000000006,17.3,2.8,69.0,24.4,6.0,0.0,mercadona
Linnea V Chocolate ,413.0,7.3,4.0,76.0,20.0,7.6,1.7500000000000002,mercadona
Queso Fresco de Vaca sin Lactosa ,161.0,9.9,6.7,5.6,3.2,12.6,2.75,mercadona
Chocolate con Leche con Avellanas,565.0,36.0,15.0,51.0,49.0,7.5,0.17,mercadona
Postre Lácteo de Proteína de Cacao con Cobertura Proteica ,81.33333333333333,2.4,1.6,5.0,4.0,10.0,0.12,mercadona
Garfitos,466.0,22.0,2.7,60.0,3.9,6.0,2.6,mercadona
Espiral al Cacao,416.0,20.0,15.0,53.0,32.0,4.1,0.35,mercadona
Tortas de Anís,509.0,28.000000000000004,13.0,56.00000000000001,17.0,7.200000000000001,0.72,mercadona
Sticks Longaniza,505.0,41.0,16.0,2.0,0.7,32.0,9.25,mercadona
Filetes Bonito del Norte,189.0,8.6,0.0,0.8,0.0,27.0,0.0,mercadona
Salchichas Cocidas de Pollo,187.0,13.4,4.2,4.8,0.5,11.3,0.01,mercadona
Queso Semicurado Light,312.0,20.0,14.000000000000002,3.0,0.5,30.0,1.0,mercadona
Caramel Cookie,500.0,24.4,12.8,64.0,36.0,0.4,0.68,mercadona
Caramelo Líquido ,339.0,0.0,0.0,84.0,66.0,0.0,0.0,mercadona
Gaseosa,0.0,0.0,0.0,0.0,0.0,0.0,0.02,mercadona
Helado de Leche Merengada,212.0,12.0,8.0,23.0,22.0,2.8,0.16,mercadona
Pico Reventao,396.0,5.6,0.9000000000000001,73.1,2.6,11.2,5.0,mercadona
Pan de Molde Semillas y Pipas de Calabaza,291.0,9.3,1.5,38.0,5.3,11.0,1.1,mercadona
Sándwich Mixto ,248.0,8.2,4.3,29.4,1.7000000000000002,14.2,3.75,mercadona
Zumo,54.0,0.0,0.0,12.9,0.0,0.6,0.0,mercadona
Arroz con Leche Tradicional,143.0,3.7000000000000006,2.4,24.2,14.88,3.1,0.0,mercadona
Bebida de Avena Enriquecida,52.0,2.5,2.0,6.800000000000001,3.6000000000000005,0.0,0.12,mercadona
Leche Semi +Proteínas,56.00000000000001,1.5,1.0,4.6,4.6,6.0,0.0,mercadona
Mini Sándwich Nata,325.0,16.78571428571429,10.357142857142856,37.5,25.71428571428572,5.0,0.0,mercadona
Arroz Aromático Basmati ,355.0,0.6,0.2,78.0,0.5,9.0,0.0,mercadona
Costilla Tiras,139.0,23.6,9.3,0.0,0.0,17.1,0.0,mercadona
Pilota Caldo,233.0,20.15,7.93,0.5,0.5,12.869999999999997,0.0,mercadona
Bebida de Avellana y Arroz,50.0,2.1,0.2,6.9,3.8,0.6,0.08,mercadona
Poke,145.0,4.2,0.0,21.9,0.0,7.000000000000001,1.3,mercadona
Mini Espinacas Zanahoria ,233.0,14.7,1.8000000000000003,12.3,1.7000000000000002,10.7,1.3,mercadona
Paté Sabor Suave,300.0,27.200000000000003,10.7,5.4,0.5,8.3,1.3,mercadona
Rosca Gallega,220.00000000000003,0.77,0.09,46.0,0.45999999999999996,6.0,0.0,mercadona
Masa Fresca Hojaldre,395.0,21.5,10.5,42.0,1.4,7.1,1.0,mercadona
Galletas Trigo Espelta,474.0,24.0,5.4,53.0,3.0,14.000000000000002,2.02,mercadona
Langostinos Caballitos,185.0,4.5,0.54,27.1,4.45,8.1,0.0,mercadona
Café Latte Descafeinado,74.0,2.5,1.6,9.1,7.8,3.5000000000000004,0.18,mercadona
Estrellas sin Gluten,341.0,2.0,0.0,73.0,0.0,6.3,0.0,mercadona
Helado Bombón Chocolate Blanco,308.69565217391306,19.23913043478261,13.260869565217389,30.65217391304348,30.543478260869566,3.369565217391304,0.11956521739130434,mercadona
Mejillones Picantes en Escabeche,158.0,7.8,1.2,4.0,0.5,18.0,1.5,mercadona
Tomate Tamizado sin Piel,35.0,0.2,0.0,6.6000000000000005,3.8,1.4,0.0,mercadona
Queso Carpaccio,401.99999999999994,30.0,20.0,0.0,0.0,32.0,4.0,mercadona
Contramuslo sin Piel Pavo,149.0,7.6,2.7,0.0,0.0,20.1,0.22999999999999998,mercadona
Galletas Tradicionales,448.00000000000006,15.0,7.000000000000001,72.0,26.0,5.0,0.53,mercadona
Patatas Fritas Onduladas Queso Mediterraneo,552.0,36.2,3.6000000000000005,50.3,0.8,6.2,0.0,mercadona
Burgos 0%,68.0,0.2,0.1,4.4,4.4,12.3,0.0,mercadona
+Proteínas Mousse Vainilla,76.0,1.8000000000000003,1.2,5.0,4.0,10.0,0.1,mercadona
Queso Blanco Untar Light,142.0,8.0,4.5,7.1,2.8,9.9,0.0,mercadona
Pasta Fresca Setas y Mascarpone ,263.0,9.5,3.3000000000000003,35.0,3.0,9.3,1.19,mercadona
Helado de Dulce de Leche y Caramelo,257.0,13.0,8.3,30.0,28.000000000000004,4.9,0.0,mercadona
Bacalao Estilo Pil Pil,181.0,13.900000000000002,2.5,0.5,0.5,14.000000000000002,4.0,mercadona
Batata Congelada ,119.0,5.2,0.5,15.0,9.6,2.0,0.1,mercadona
Chorizo Picante Aperitivo,400.0,35.0,14.000000000000002,2.0,1.0,14.000000000000002,2.3,mercadona
Queso Fresco Burgos Bajo en Sal,184.0,14.08,9.120000000000001,3.52,3.52,10.879999999999999,0.0,mercadona
Yogur Bebido,68.0,1.1,0.7,12.2,12.0,2.3,0.0,mercadona
Ensalada Ensatun,156.0,11.0,2.5,5.1,1.6,8.5,0.9899999999999999,mercadona
Leche Condensada Desnatada ,274.0,0.4,0.3,59.0,59.0,8.5,0.4,mercadona
Galletas con Mantequilla,515.0,28.000000000000004,19.0,59.0,24.0,5.9,0.95,mercadona
Rosquillas,399.0,5.3,0.9000000000000001,74.0,1.8000000000000003,11.7,2.2,mercadona
Cuquitos,512.0,28.1,3.0,57.99999999999999,2.2,5.1,2.0,mercadona
Mango Congelado,66.0,0.0,0.0,14.000000000000002,14.000000000000002,0.6,0.0,mercadona
Pan Serrano,271.0,0.5,0.1,60.0,3.5000000000000004,8.0,1.1,mercadona
